[23:13:23] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:23] port 1: br-int, UPCALL packets:0 errors:0
[23:13:23] port 2: ens16f1np1, UPCALL packets:6477607 errors:37814
[23:13:23] port 3: pod1, UPCALL packets:137 errors:0
[23:13:23] port 4: pod2, UPCALL packets:206 errors:0
[23:13:23] port 5: pod3, UPCALL packets:186 errors:0
[23:13:23] port 6: pod4, UPCALL packets:211 errors:0
[23:13:23] port 7: pod5, UPCALL packets:255 errors:0
[23:13:23] port 8: pod6, UPCALL packets:139 errors:0
[23:13:23] port 9: pod7, UPCALL packets:413 errors:0
[23:13:23] port 10: pod8, UPCALL packets:126 errors:0
[23:13:24] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:24] port 1: br-int, UPCALL packets:0 errors:0
[23:13:24] port 2: ens16f1np1, UPCALL packets:6477607 errors:37814
[23:13:24] port 3: pod1, UPCALL packets:137 errors:0
[23:13:24] port 4: pod2, UPCALL packets:206 errors:0
[23:13:24] port 5: pod3, UPCALL packets:186 errors:0
[23:13:24] port 6: pod4, UPCALL packets:211 errors:0
[23:13:24] port 7: pod5, UPCALL packets:255 errors:0
[23:13:24] port 8: pod6, UPCALL packets:139 errors:0
[23:13:24] port 9: pod7, UPCALL packets:413 errors:0
[23:13:24] port 10: pod8, UPCALL packets:126 errors:0
[23:13:25] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:25] port 1: br-int, UPCALL packets:0 errors:0
[23:13:25] port 2: ens16f1np1, UPCALL packets:6477607 errors:37814
[23:13:25] port 3: pod1, UPCALL packets:137 errors:0
[23:13:25] port 4: pod2, UPCALL packets:206 errors:0
[23:13:25] port 5: pod3, UPCALL packets:186 errors:0
[23:13:25] port 6: pod4, UPCALL packets:211 errors:0
[23:13:25] port 7: pod5, UPCALL packets:255 errors:0
[23:13:25] port 8: pod6, UPCALL packets:139 errors:0
[23:13:25] port 9: pod7, UPCALL packets:413 errors:0
[23:13:25] port 10: pod8, UPCALL packets:126 errors:0
[23:13:26] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:26] port 1: br-int, UPCALL packets:0 errors:0
[23:13:26] port 2: ens16f1np1, UPCALL packets:6477607 errors:37814
[23:13:26] port 3: pod1, UPCALL packets:137 errors:0
[23:13:26] port 4: pod2, UPCALL packets:206 errors:0
[23:13:26] port 5: pod3, UPCALL packets:186 errors:0
[23:13:26] port 6: pod4, UPCALL packets:211 errors:0
[23:13:26] port 7: pod5, UPCALL packets:255 errors:0
[23:13:26] port 8: pod6, UPCALL packets:139 errors:0
[23:13:26] port 9: pod7, UPCALL packets:413 errors:0
[23:13:26] port 10: pod8, UPCALL packets:126 errors:0
[23:13:27] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:27] port 1: br-int, UPCALL packets:0 errors:0
[23:13:27] port 2: ens16f1np1, UPCALL packets:6477637 errors:37814
[23:13:27] port 3: pod1, UPCALL packets:137 errors:0
[23:13:27] port 4: pod2, UPCALL packets:206 errors:0
[23:13:27] port 5: pod3, UPCALL packets:187 errors:0
[23:13:27] port 6: pod4, UPCALL packets:211 errors:0
[23:13:27] port 7: pod5, UPCALL packets:255 errors:0
[23:13:27] port 8: pod6, UPCALL packets:140 errors:0
[23:13:27] port 9: pod7, UPCALL packets:413 errors:0
[23:13:27] port 10: pod8, UPCALL packets:126 errors:0
[23:13:28] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:28] port 1: br-int, UPCALL packets:0 errors:0
[23:13:28] port 2: ens16f1np1, UPCALL packets:6477700 errors:37814
[23:13:28] port 3: pod1, UPCALL packets:137 errors:0
[23:13:28] port 4: pod2, UPCALL packets:206 errors:0
[23:13:28] port 5: pod3, UPCALL packets:187 errors:0
[23:13:28] port 6: pod4, UPCALL packets:211 errors:0
[23:13:28] port 7: pod5, UPCALL packets:255 errors:0
[23:13:28] port 8: pod6, UPCALL packets:140 errors:0
[23:13:28] port 9: pod7, UPCALL packets:413 errors:0
[23:13:28] port 10: pod8, UPCALL packets:126 errors:0
[23:13:29] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:29] port 1: br-int, UPCALL packets:0 errors:0
[23:13:29] port 2: ens16f1np1, UPCALL packets:6477748 errors:37814
[23:13:29] port 3: pod1, UPCALL packets:137 errors:0
[23:13:29] port 4: pod2, UPCALL packets:206 errors:0
[23:13:29] port 5: pod3, UPCALL packets:187 errors:0
[23:13:29] port 6: pod4, UPCALL packets:211 errors:0
[23:13:29] port 7: pod5, UPCALL packets:255 errors:0
[23:13:29] port 8: pod6, UPCALL packets:140 errors:0
[23:13:29] port 9: pod7, UPCALL packets:413 errors:0
[23:13:29] port 10: pod8, UPCALL packets:126 errors:0
[23:13:30] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:30] port 1: br-int, UPCALL packets:0 errors:0
[23:13:30] port 2: ens16f1np1, UPCALL packets:6477806 errors:37814
[23:13:30] port 3: pod1, UPCALL packets:137 errors:0
[23:13:30] port 4: pod2, UPCALL packets:206 errors:0
[23:13:30] port 5: pod3, UPCALL packets:187 errors:0
[23:13:30] port 6: pod4, UPCALL packets:211 errors:0
[23:13:30] port 7: pod5, UPCALL packets:255 errors:0
[23:13:30] port 8: pod6, UPCALL packets:140 errors:0
[23:13:30] port 9: pod7, UPCALL packets:413 errors:0
[23:13:30] port 10: pod8, UPCALL packets:126 errors:0
[23:13:31] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:31] port 1: br-int, UPCALL packets:0 errors:0
[23:13:31] port 2: ens16f1np1, UPCALL packets:6477893 errors:37814
[23:13:31] port 3: pod1, UPCALL packets:137 errors:0
[23:13:31] port 4: pod2, UPCALL packets:206 errors:0
[23:13:31] port 5: pod3, UPCALL packets:187 errors:0
[23:13:31] port 6: pod4, UPCALL packets:211 errors:0
[23:13:31] port 7: pod5, UPCALL packets:255 errors:0
[23:13:31] port 8: pod6, UPCALL packets:140 errors:0
[23:13:31] port 9: pod7, UPCALL packets:413 errors:0
[23:13:31] port 10: pod8, UPCALL packets:126 errors:0
[23:13:32] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:32] port 1: br-int, UPCALL packets:0 errors:0
[23:13:32] port 2: ens16f1np1, UPCALL packets:6477950 errors:37814
[23:13:32] port 3: pod1, UPCALL packets:138 errors:0
[23:13:32] port 4: pod2, UPCALL packets:206 errors:0
[23:13:32] port 5: pod3, UPCALL packets:187 errors:0
[23:13:32] port 6: pod4, UPCALL packets:211 errors:0
[23:13:32] port 7: pod5, UPCALL packets:256 errors:0
[23:13:32] port 8: pod6, UPCALL packets:140 errors:0
[23:13:32] port 9: pod7, UPCALL packets:414 errors:0
[23:13:32] port 10: pod8, UPCALL packets:126 errors:0
[23:13:33] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:33] port 1: br-int, UPCALL packets:0 errors:0
[23:13:33] port 2: ens16f1np1, UPCALL packets:6478029 errors:37814
[23:13:33] port 3: pod1, UPCALL packets:138 errors:0
[23:13:33] port 4: pod2, UPCALL packets:207 errors:0
[23:13:33] port 5: pod3, UPCALL packets:187 errors:0
[23:13:33] port 6: pod4, UPCALL packets:212 errors:0
[23:13:33] port 7: pod5, UPCALL packets:256 errors:0
[23:13:33] port 8: pod6, UPCALL packets:140 errors:0
[23:13:33] port 9: pod7, UPCALL packets:414 errors:0
[23:13:33] port 10: pod8, UPCALL packets:126 errors:0
[23:13:34] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:34] port 1: br-int, UPCALL packets:0 errors:0
[23:13:34] port 2: ens16f1np1, UPCALL packets:6478092 errors:37814
[23:13:34] port 3: pod1, UPCALL packets:138 errors:0
[23:13:34] port 4: pod2, UPCALL packets:207 errors:0
[23:13:34] port 5: pod3, UPCALL packets:187 errors:0
[23:13:34] port 6: pod4, UPCALL packets:212 errors:0
[23:13:34] port 7: pod5, UPCALL packets:256 errors:0
[23:13:34] port 8: pod6, UPCALL packets:140 errors:0
[23:13:34] port 9: pod7, UPCALL packets:414 errors:0
[23:13:34] port 10: pod8, UPCALL packets:126 errors:0
[23:13:35] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:35] port 1: br-int, UPCALL packets:0 errors:0
[23:13:35] port 2: ens16f1np1, UPCALL packets:6478137 errors:37814
[23:13:35] port 3: pod1, UPCALL packets:138 errors:0
[23:13:35] port 4: pod2, UPCALL packets:207 errors:0
[23:13:35] port 5: pod3, UPCALL packets:187 errors:0
[23:13:35] port 6: pod4, UPCALL packets:212 errors:0
[23:13:35] port 7: pod5, UPCALL packets:256 errors:0
[23:13:35] port 8: pod6, UPCALL packets:140 errors:0
[23:13:35] port 9: pod7, UPCALL packets:414 errors:0
[23:13:35] port 10: pod8, UPCALL packets:126 errors:0
[23:13:36] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:36] port 1: br-int, UPCALL packets:0 errors:0
[23:13:36] port 2: ens16f1np1, UPCALL packets:6478198 errors:37814
[23:13:36] port 3: pod1, UPCALL packets:138 errors:0
[23:13:36] port 4: pod2, UPCALL packets:207 errors:0
[23:13:36] port 5: pod3, UPCALL packets:187 errors:0
[23:13:36] port 6: pod4, UPCALL packets:212 errors:0
[23:13:36] port 7: pod5, UPCALL packets:256 errors:0
[23:13:36] port 8: pod6, UPCALL packets:140 errors:0
[23:13:36] port 9: pod7, UPCALL packets:414 errors:0
[23:13:36] port 10: pod8, UPCALL packets:126 errors:0
[23:13:37] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:37] port 1: br-int, UPCALL packets:0 errors:0
[23:13:37] port 2: ens16f1np1, UPCALL packets:6478253 errors:37814
[23:13:37] port 3: pod1, UPCALL packets:138 errors:0
[23:13:37] port 4: pod2, UPCALL packets:207 errors:0
[23:13:37] port 5: pod3, UPCALL packets:188 errors:0
[23:13:37] port 6: pod4, UPCALL packets:212 errors:0
[23:13:37] port 7: pod5, UPCALL packets:256 errors:0
[23:13:37] port 8: pod6, UPCALL packets:140 errors:0
[23:13:37] port 9: pod7, UPCALL packets:414 errors:0
[23:13:37] port 10: pod8, UPCALL packets:126 errors:0
[23:13:38] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:38] port 1: br-int, UPCALL packets:0 errors:0
[23:13:38] port 2: ens16f1np1, UPCALL packets:6478301 errors:37814
[23:13:38] port 3: pod1, UPCALL packets:138 errors:0
[23:13:38] port 4: pod2, UPCALL packets:207 errors:0
[23:13:38] port 5: pod3, UPCALL packets:188 errors:0
[23:13:38] port 6: pod4, UPCALL packets:212 errors:0
[23:13:38] port 7: pod5, UPCALL packets:256 errors:0
[23:13:38] port 8: pod6, UPCALL packets:140 errors:0
[23:13:38] port 9: pod7, UPCALL packets:414 errors:0
[23:13:38] port 10: pod8, UPCALL packets:126 errors:0
[23:13:39] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:39] port 1: br-int, UPCALL packets:0 errors:0
[23:13:39] port 2: ens16f1np1, UPCALL packets:6478353 errors:37814
[23:13:39] port 3: pod1, UPCALL packets:138 errors:0
[23:13:39] port 4: pod2, UPCALL packets:207 errors:0
[23:13:39] port 5: pod3, UPCALL packets:188 errors:0
[23:13:39] port 6: pod4, UPCALL packets:212 errors:0
[23:13:39] port 7: pod5, UPCALL packets:256 errors:0
[23:13:39] port 8: pod6, UPCALL packets:140 errors:0
[23:13:39] port 9: pod7, UPCALL packets:414 errors:0
[23:13:39] port 10: pod8, UPCALL packets:126 errors:0
[23:13:40] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:40] port 1: br-int, UPCALL packets:0 errors:0
[23:13:40] port 2: ens16f1np1, UPCALL packets:6478402 errors:37814
[23:13:40] port 3: pod1, UPCALL packets:138 errors:0
[23:13:40] port 4: pod2, UPCALL packets:207 errors:0
[23:13:40] port 5: pod3, UPCALL packets:188 errors:0
[23:13:40] port 6: pod4, UPCALL packets:212 errors:0
[23:13:40] port 7: pod5, UPCALL packets:256 errors:0
[23:13:40] port 8: pod6, UPCALL packets:140 errors:0
[23:13:40] port 9: pod7, UPCALL packets:414 errors:0
[23:13:40] port 10: pod8, UPCALL packets:126 errors:0
[23:13:41] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:41] port 1: br-int, UPCALL packets:0 errors:0
[23:13:41] port 2: ens16f1np1, UPCALL packets:6478844 errors:37814
[23:13:41] port 3: pod1, UPCALL packets:138 errors:0
[23:13:41] port 4: pod2, UPCALL packets:207 errors:0
[23:13:41] port 5: pod3, UPCALL packets:188 errors:0
[23:13:41] port 6: pod4, UPCALL packets:212 errors:0
[23:13:41] port 7: pod5, UPCALL packets:256 errors:0
[23:13:41] port 8: pod6, UPCALL packets:140 errors:0
[23:13:41] port 9: pod7, UPCALL packets:414 errors:0
[23:13:41] port 10: pod8, UPCALL packets:126 errors:0
[23:13:42] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:42] port 1: br-int, UPCALL packets:0 errors:0
[23:13:42] port 2: ens16f1np1, UPCALL packets:6478894 errors:37814
[23:13:42] port 3: pod1, UPCALL packets:138 errors:0
[23:13:42] port 4: pod2, UPCALL packets:207 errors:0
[23:13:42] port 5: pod3, UPCALL packets:188 errors:0
[23:13:42] port 6: pod4, UPCALL packets:212 errors:0
[23:13:42] port 7: pod5, UPCALL packets:256 errors:0
[23:13:42] port 8: pod6, UPCALL packets:140 errors:0
[23:13:42] port 9: pod7, UPCALL packets:414 errors:0
[23:13:42] port 10: pod8, UPCALL packets:126 errors:0
[23:13:43] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:43] port 1: br-int, UPCALL packets:0 errors:0
[23:13:43] port 2: ens16f1np1, UPCALL packets:6478940 errors:37814
[23:13:43] port 3: pod1, UPCALL packets:138 errors:0
[23:13:43] port 4: pod2, UPCALL packets:207 errors:0
[23:13:43] port 5: pod3, UPCALL packets:188 errors:0
[23:13:43] port 6: pod4, UPCALL packets:213 errors:0
[23:13:43] port 7: pod5, UPCALL packets:256 errors:0
[23:13:43] port 8: pod6, UPCALL packets:140 errors:0
[23:13:43] port 9: pod7, UPCALL packets:414 errors:0
[23:13:43] port 10: pod8, UPCALL packets:126 errors:0
[23:13:44] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:44] port 1: br-int, UPCALL packets:0 errors:0
[23:13:44] port 2: ens16f1np1, UPCALL packets:6478977 errors:37814
[23:13:44] port 3: pod1, UPCALL packets:138 errors:0
[23:13:44] port 4: pod2, UPCALL packets:207 errors:0
[23:13:44] port 5: pod3, UPCALL packets:188 errors:0
[23:13:44] port 6: pod4, UPCALL packets:213 errors:0
[23:13:44] port 7: pod5, UPCALL packets:256 errors:0
[23:13:44] port 8: pod6, UPCALL packets:140 errors:0
[23:13:44] port 9: pod7, UPCALL packets:414 errors:0
[23:13:44] port 10: pod8, UPCALL packets:126 errors:0
[23:13:45] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:45] port 1: br-int, UPCALL packets:0 errors:0
[23:13:45] port 2: ens16f1np1, UPCALL packets:6479051 errors:37814
[23:13:45] port 3: pod1, UPCALL packets:138 errors:0
[23:13:45] port 4: pod2, UPCALL packets:207 errors:0
[23:13:45] port 5: pod3, UPCALL packets:188 errors:0
[23:13:45] port 6: pod4, UPCALL packets:213 errors:0
[23:13:45] port 7: pod5, UPCALL packets:256 errors:0
[23:13:45] port 8: pod6, UPCALL packets:140 errors:0
[23:13:45] port 9: pod7, UPCALL packets:414 errors:0
[23:13:45] port 10: pod8, UPCALL packets:126 errors:0
[23:13:46] port 0: ovs-system, UPCALL packets:106941 errors:39550
[23:13:46] port 1: br-int, UPCALL packets:0 errors:0
[23:13:46] port 2: ens16f1np1, UPCALL packets:6479103 errors:37814
